Gene1,Gene2,PartialCor,Condition
AFMID,TNFSF15,-0.11458,LPS-24h
AFMID,TP53BP2,0.37998,LPS-24h
AFMID,ZNF131,0.16434,LPS-24h
AFMID,ZNF682,-0.06899,LPS-24h
AFTPH,C4orf34,0.18656,LPS-24h
AFTPH,CD84,0.10736,LPS-24h
AFTPH,DENND4C,0.11183,LPS-24h
AFTPH,GLTSCR1,0.14157,LPS-24h
AFTPH,GSDM1,0.14283,LPS-24h
AFTPH,IL12RB1,-0.08912,LPS-24h
AFTPH,ISG20L2,0.15969,LPS-24h
AFTPH,KCNMB4,-0.09771,LPS-24h
AFTPH,KLHL8,0.05956,LPS-24h
AFTPH,LOC284821,0.08314,LPS-24h
AFTPH,LOC728105,-0.11816,LPS-24h
AFTPH,MDM1,0.18522,LPS-24h
AFTPH,MTMR12,0.07227,LPS-24h
AFTPH,PHF1,0.14734,LPS-24h
AFTPH,STAG3L3,-0.10584,LPS-24h
AFTPH,TRIM56,0.07447,LPS-24h
AFTPH,YEATS4,-0.05147,LPS-24h
AFTPH,ZNF669,-0.10139,LPS-24h
AGTRAP,COX6A1,0.16194,LPS-24h
AGTRAP,GSDM1,0.12287,LPS-24h
AGTRAP,HIST1H2BD,0.1099,LPS-24h
AGTRAP,HNRPR,-0.11958,LPS-24h
AGTRAP,ICMT,0.118,LPS-24h
AGTRAP,JARID2,-0.22524,LPS-24h
AGTRAP,KLHL8,0.07963,LPS-24h
AGTRAP,NUP107,-0.13858,LPS-24h
AGTRAP,SLC3A2,0.10702,LPS-24h
AGTRAP,SNX17,0.20921,LPS-24h
AGTRAP,TMBIM4,0.1481,LPS-24h
AGTRAP,TRIM34,-0.07747,LPS-24h
AIRE,ARSG,0.05304,LPS-24h
AIRE,BFAR,-0.12104,LPS-24h
AIRE,C15orf63,-0.12036,LPS-24h
AIRE,CATSPER2,0.1139,LPS-24h
AIRE,CCR6,-0.07103,LPS-24h
AIRE,CD68,-0.11547,LPS-24h
AIRE,CD72,0.04609,LPS-24h
AIRE,CDAN1,0.1686,LPS-24h
AIRE,CHRNA5,-0.03623,LPS-24h
AIRE,DAPP1,0.17658,LPS-24h
AIRE,DCLRE1C,-0.10602,LPS-24h
AIRE,DDX51,0.1691,LPS-24h
AIRE,DEM1,-0.10507,LPS-24h
AIRE,GCLM,-0.08778,LPS-24h
AIRE,HCG2P7,0.06753,LPS-24h
AIRE,HIATL2,-0.06734,LPS-24h
AIRE,HSBP1,-0.05093,LPS-24h
AIRE,ICA1,0.1321,LPS-24h
AIRE,ISG20L2,-0.03627,LPS-24h
AIRE,LILRB3,0.2233,LPS-24h
AIRE,LMOD3,-0.0567,LPS-24h
AIRE,LOC100132727,0.12766,LPS-24h
AIRE,LOC653086,0.16431,LPS-24h
AIRE,LOC729439,-0.05567,LPS-24h
AIRE,MINK1,0.12677,LPS-24h
AIRE,NOD1,-0.09128,LPS-24h
AIRE,PNPT1,0.29807,LPS-24h
AIRE,RPL7L1,0.14326,LPS-24h
AIRE,TIPRL,0.10024,LPS-24h
AIRE,TMEM106A,0.12107,LPS-24h
AIRE,TP53BP2,-0.03542,LPS-24h
AIRE,TPM4,-0.10902,LPS-24h
AIRE,VHL,-0.04493,LPS-24h
AIRE,WNT5A,-0.07515,LPS-24h
AIRE,ZNF682,0.05766,LPS-24h
AIRE,ZNF738,0.08136,LPS-24h
AKR1D1,BMS1P5,-0.11522,LPS-24h
AKR1D1,C19orf12,0.08192,LPS-24h
AKR1D1,CDAN1,0.2351,LPS-24h
AKR1D1,FARSLB,0.09038,LPS-24h
AKR1D1,IL18,0.14688,LPS-24h
AKR1D1,LOC644852,0.20527,LPS-24h
AKR1D1,LOC729603,0.32177,LPS-24h
AKR1D1,LYRM7,-0.0834,LPS-24h
AKR1D1,PGA3,-0.12955,LPS-24h
AKR1D1,PIP5K2B,0.14971,LPS-24h
AKR1D1,TNFSF14,0.10746,LPS-24h
AKR1D1,YEATS4,-0.11048,LPS-24h
ALPP,AMFR,-0.06488,LPS-24h
ALPP,AMOTL2,0.10177,LPS-24h
ALPP,BCYRN1,0.07964,LPS-24h
ALPP,BTBD2,0.10387,LPS-24h
ALPP,C15orf63,0.12719,LPS-24h
ALPP,FLJ44124,0.19298,LPS-24h
ALPP,LOC100131850,0.17475,LPS-24h
ALPP,LOC100132585,0.05223,LPS-24h
ALPP,LOC646996,0.3461,LPS-24h
ALPP,OCIAD1,0.12323,LPS-24h
ALPP,VPS41,0.16275,LPS-24h
ALPP,ZNF652,0.09246,LPS-24h
ALPP,ZNF738,0.20762,LPS-24h
AMFR,AMOTL2,-0.08567,LPS-24h
AMFR,APOBEC3D,0.1629,LPS-24h
AMFR,IL10,-0.08228,LPS-24h
AMFR,NLRP3,0.14498,LPS-24h
AMFR,RELB,-0.16561,LPS-24h
AMFR,SGK3,0.04369,LPS-24h
AMFR,SMAP1,0.15181,LPS-24h
AMFR,TPM4,0.10552,LPS-24h
AMFR,ZNF131,0.19464,LPS-24h
AMOTL2,CAPS2,0.11795,LPS-24h
AMOTL2,PION,-0.10073,LPS-24h
AMOTL2,TDRD1,0.11674,LPS-24h
ANAPC5,CCNB1IP1,0.2323,LPS-24h
ANAPC5,DDX19A,0.16886,LPS-24h
ANAPC5,HIST1H2BD,-0.15321,LPS-24h
ANAPC5,SNX17,0.23472,LPS-24h
ANAPC5,SORL1,0.14937,LPS-24h
ANAPC5,USP49,-0.09279,LPS-24h
ANAPC5,ZNF763,0.2214,LPS-24h
ANKRD30B,BLZF1,0.18893,LPS-24h
ANKRD30B,C21orf55,0.14406,LPS-24h
ANKRD30B,CHRNA5,-0.11191,LPS-24h
ANKRD30B,LOC653086,0.33591,LPS-24h
ANKRD30B,NUP107,-0.0899,LPS-24h
ANKRD30B,PTPLAD2,0.1182,LPS-24h
APOBEC3D,EPSTI1,0.14202,LPS-24h
APOBEC3D,MDM1,0.12458,LPS-24h
APOBEC3D,SC4MOL,0.31633,LPS-24h
APOBEC3D,TNK2,0.07012,LPS-24h
APOBEC3D,UTP20,-0.15647,LPS-24h
ARSG,EVI5L,-0.13498,LPS-24h
ARSG,GALNT6,-0.1806,LPS-24h
ARSG,GIMAP1,-0.09002,LPS-24h
ARSG,GLIPR1,0.19618,LPS-24h
ARSG,GSR,-0.09289,LPS-24h
ARSG,HIST1H2BD,0.10526,LPS-24h
ARSG,LOC100128086,-0.13938,LPS-24h
ARSG,NCAPD2,0.07644,LPS-24h
ARSG,SLC35E3,0.22,LPS-24h
ARSG,SORL1,0.1673,LPS-24h
ARSG,STK24,1e-05,LPS-24h
ARSG,YRDC,-0.12805,LPS-24h
B3GNT5,BATF3,0.11557,LPS-24h
B3GNT5,C19orf12,0.15723,LPS-24h
B3GNT5,CHST12,-0.21755,LPS-24h
B3GNT5,CPPED1,0.17418,LPS-24h
B3GNT5,DLEU2,0.12963,LPS-24h
B3GNT5,ICMT,-0.24032,LPS-24h
B3GNT5,KLHL8,-0.1668,LPS-24h
B3GNT5,PHRF1,-0.12036,LPS-24h
B3GNT5,TIPRL,0.24195,LPS-24h
B3GNT5,TLK1,0.09594,LPS-24h
B3GNT5,ZNF701,0.21467,LPS-24h
BATF3,CYP27A1,-0.08785,LPS-24h
BATF3,GALNT6,0.14293,LPS-24h
BATF3,IL10,0.23577,LPS-24h
BATF3,MBD4,-0.11973,LPS-24h
BATF3,MFSD11,-0.12401,LPS-24h
BATF3,MTMR12,0.11346,LPS-24h
BATF3,PHLDB3,0.10908,LPS-24h
BATF3,PION,-0.09351,LPS-24h
BATF3,RELB,-0.10117,LPS-24h
BATF3,SPC24,0.16151,LPS-24h
BATF3,STK24,0.15964,LPS-24h
BATF3,TBC1D9,-0.0834,LPS-24h
BATF3,TMEM106A,-0.23809,LPS-24h
BATF3,TNFSF14,0.08946,LPS-24h
BATF3,TNFSF15,0.1701,LPS-24h
BCAS4,COX16,0.13372,LPS-24h
BCAS4,FCF1,0.10174,LPS-24h
BCAS4,PPIL3,0.19303,LPS-24h
BCYRN1,BLZF1,0.09659,LPS-24h
BCYRN1,CAPS2,0.16348,LPS-24h
BCYRN1,LOC100130229,0.07849,LPS-24h
BCYRN1,LOC100134868,0.27452,LPS-24h
BCYRN1,ZNF786,0.22539,LPS-24h
BFAR,C4orf34,-0.0889,LPS-24h
BFAR,CPPED1,0.20063,LPS-24h
BFAR,HSBP1,-0.2088,LPS-24h
BFAR,IFT88,0.16572,LPS-24h
BFAR,ISG20L2,0.13592,LPS-24h
BFAR,MCM8,0.0789,LPS-24h
BFAR,NLRP3,0.17864,LPS-24h
BFAR,UBE2E2,-0.12163,LPS-24h
BFAR,WDR74,-0.10949,LPS-24h
BIRC3,CD72,0.07487,LPS-24h
BIRC3,COPZ1,-0.17281,LPS-24h
BIRC3,CYP27A1,-0.19761,LPS-24h
BIRC3,GIMAP1,-0.12648,LPS-24h
BIRC3,IL18,0.18086,LPS-24h
BIRC3,IL32,0.15819,LPS-24h
BIRC3,PHAX,0.16049,LPS-24h
BIRC3,PION,0.13433,LPS-24h
BIRC3,RELB,0.06369,LPS-24h
BIRC3,SNX15,-0.07248,LPS-24h
BIRC3,TBC1D9,0.20387,LPS-24h
BIRC3,UBE2E2,0.10653,LPS-24h
BLZF1,BMS1P5,0.09305,LPS-24h
BLZF1,C11orf63,0.05228,LPS-24h
BLZF1,C21orf24,0.10439,LPS-24h
BLZF1,C21orf55,0.10449,LPS-24h
BLZF1,CCDC125,0.30427,LPS-24h
BLZF1,CREB1,-0.15587,LPS-24h
BLZF1,LGALS3,0.15278,LPS-24h
BLZF1,LOC255167,0.42667,LPS-24h
BLZF1,ZNF14,0.23997,LPS-24h
BMS1P5,C15orf63,0.03239,LPS-24h
BMS1P5,C3orf34,0.09349,LPS-24h
BMS1P5,EID2B,0.23826,LPS-24h
BMS1P5,FLJ46309,0.16463,LPS-24h
BMS1P5,KCNH6,0.34763,LPS-24h
BMS1P5,LOC100128288,0.27301,LPS-24h
BMS1P5,ZNF682,0.17559,LPS-24h
BTBD2,CCNB1IP1,0.0696,LPS-24h
BTBD2,GALNT6,-0.25561,LPS-24h
BTBD2,IMPDH1,0.27744,LPS-24h
BTBD2,PTPLAD2,-0.16865,LPS-24h
BTBD2,SMAP1,0.17828,LPS-24h
BTBD2,TRIM56,-0.16365,LPS-24h
BTBD2,WNT5A,-0.08736,LPS-24h
C11orf63,C12orf43,0.07081,LPS-24h
C11orf63,C6orf170,0.25717,LPS-24h
C11orf63,GCLM,0.26638,LPS-24h
C11orf63,LOC100128460,0.16077,LPS-24h
C11orf63,LOC100130276,0.21373,LPS-24h
C11orf63,PRO1853,0.16462,LPS-24h
C11orf63,RASSF6,0.16817,LPS-24h
C11orf63,TNFSF15,0.20062,LPS-24h
C12orf43,CCNB1IP1,0.13547,LPS-24h
C12orf43,FCF1,-0.13508,LPS-24h
C12orf43,HIST1H2BD,-0.15567,LPS-24h
C12orf43,LOC401357,-0.16218,LPS-24h
C12orf43,LOC644642,-0.23057,LPS-24h
C12orf43,LYRM7,0.18446,LPS-24h
C12orf43,SC4MOL,-0.15685,LPS-24h
C12orf43,TNK2,-0.15192,LPS-24h
C12orf43,TRIM56,0.21108,LPS-24h
C15orf63,C21orf24,0.09235,LPS-24h
C15orf63,C9orf80,0.18409,LPS-24h
C15orf63,HSD17B7,0.21991,LPS-24h
C15orf63,POFUT1,0.35743,LPS-24h
C15orf63,STAG3L3,0.1452,LPS-24h
C15orf63,TMEM17,0.3412,LPS-24h
C19orf12,C1orf210,0.07197,LPS-24h
C19orf12,COX16,0.11404,LPS-24h
C19orf12,DOPEY2,-0.15743,LPS-24h
C19orf12,LGMN,0.11024,LPS-24h
C19orf12,LOC100132540,0.18766,LPS-24h
C19orf12,LOC729090,-0.17216,LPS-24h
C19orf12,TNFSF15,0.20096,LPS-24h
C19orf12,TRIM34,0.20319,LPS-24h
C19orf12,ZNF701,-0.0887,LPS-24h
C19orf31,CAPS2,0.0844,LPS-24h
C19orf31,CCNB1IP1,-0.19371,LPS-24h
C19orf31,FAM177A1,0.22192,LPS-24h
C19orf31,FCGR3A,-0.16551,LPS-24h
C19orf31,ITIH5,0.0873,LPS-24h
C19orf31,LOC100128086,-0.14609,LPS-24h
C19orf31,MSH3,0.19237,LPS-24h
C19orf31,RSU1,-0.09292,LPS-24h
C19orf31,ZMAT3,0.03949,LPS-24h
C1orf151,C1orf210,0.10644,LPS-24h
C1orf151,LOC644019,0.21689,LPS-24h
C1orf151,LOC727773,0.18413,LPS-24h
C1orf210,FDXACB1,0.29975,LPS-24h
C1orf210,SLC30A6,0.24536,LPS-24h
C1orf210,SLC3A2,0.08219,LPS-24h
C1orf210,TPM3,0.16296,LPS-24h
C1QA,DLEU2,0.20811,LPS-24h
C1QA,NFIL3,-0.15574,LPS-24h
C1QA,NOD1,0.10583,LPS-24h
C1QA,STK24,-0.17764,LPS-24h
C21orf24,C3orf34,0.10497,LPS-24h
C21orf24,FAM115A,0.17839,LPS-24h
C21orf24,SNX15,-0.16832,LPS-24h
C21orf55,C8orf45,0.28079,LPS-24h
C21orf55,CDAN1,0.24427,LPS-24h
C21orf55,CHRNA5,-0.08737,LPS-24h
C21orf55,CHST12,-0.08638,LPS-24h
C21orf55,COX6A1,-0.12117,LPS-24h
C21orf55,MCM8,0.21685,LPS-24h
C21orf55,PDE4C,0.19225,LPS-24h
C3orf34,C8orf45,0.13314,LPS-24h
C3orf34,CAPS2,0.0797,LPS-24h
C3orf34,CATSPER2,0.06352,LPS-24h
C3orf34,CHRNA5,0.06094,LPS-24h
C3orf34,CREB1,0.16297,LPS-24h
C3orf34,DAPP1,-0.05048,LPS-24h
C3orf34,DUSP19,0.06453,LPS-24h
C3orf34,LRRFIP1,0.25829,LPS-24h
C3orf34,SEMA3E,0.25349,LPS-24h
C3orf34,ZMAT3,0.25221,LPS-24h
C4orf34,DOPEY2,0.281,LPS-24h
C4orf34,KLHL8,0.25771,LPS-24h
C4orf34,NFIL3,0.10639,LPS-24h
C4orf34,PCYOX1,0.16907,LPS-24h
C4orf34,PION,-0.10871,LPS-24h
C4orf34,RAB27A,0.16029,LPS-24h
C4orf34,SGK3,0.15269,LPS-24h
C4orf34,SLAMF7,-0.13106,LPS-24h
C4orf34,SMAP1,0.11889,LPS-24h
C4orf34,SMC4,0.18046,LPS-24h
C4orf34,VPS41,0.15073,LPS-24h
C4orf34,ZNF763,0.1395,LPS-24h
C4orf34,ZNF845,0.11886,LPS-24h
C5orf28,C6orf170,0.0768,LPS-24h
C5orf28,C8orf45,0.17817,LPS-24h
C5orf28,CRCP,0.30701,LPS-24h
C6orf170,COX19,0.17258,LPS-24h
C6orf170,FAM153B,0.27621,LPS-24h
C6orf170,LOC643882,0.3244,LPS-24h
C6orf170,PLA2G2D,0.19873,LPS-24h
C6orf61,HNRPR,0.14615,LPS-24h
C6orf61,MTMR12,0.15743,LPS-24h
C6orf61,NUP107,0.12164,LPS-24h
C6orf61,RELB,0.10778,LPS-24h
C6orf61,SLAMF7,-0.12707,LPS-24h
C8orf45,C9orf80,0.23391,LPS-24h
C8orf45,CATSPER2,0.09997,LPS-24h
C9orf80,CCDC125,0.13929,LPS-24h
C9orf80,CRCP,0.17374,LPS-24h
C9orf80,CREB1,-0.07788,LPS-24h
C9orf80,ZNF430,0.37742,LPS-24h
CAPS2,GLTSCR1,0.14894,LPS-24h
CAPS2,GTF2IRD2B,0.1703,LPS-24h
CAPS2,LOC100130835,0.13772,LPS-24h
CAPS2,LOC284821,0.21688,LPS-24h
CAPS2,MT1G,0.10752,LPS-24h
CAPS2,SC4MOL,0.14912,LPS-24h
CAPS2,SMC4,-0.09453,LPS-24h
CATSPER2,CCBE1,0.32022,LPS-24h
CATSPER2,CDKN2AIPNL,0.37623,LPS-24h
CATSPER2,TMEM106A,0.14346,LPS-24h
CBR3,CD84,0.19323,LPS-24h
CBR3,GALNT6,-0.1601,LPS-24h
CBR3,HSBP1,0.15849,LPS-24h
CBR3,IL32,0.12579,LPS-24h
CBR3,MT1G,0.11611,LPS-24h
CBR3,TBC1D9,0.07828,LPS-24h
CBR3,ZNF777,0.16897,LPS-24h
CCBE1,CCDC125,0.1219,LPS-24h
CCBE1,CCL20,0.09439,LPS-24h
CCBE1,CD72,-0.1748,LPS-24h
CCBE1,CDKN2AIPNL,-0.06737,LPS-24h
CCBE1,CREB1,0.17639,LPS-24h
CCBE1,FLJ38717,-0.118,LPS-24h
CCBE1,ZNF682,0.31186,LPS-24h
CCDC125,CCL20,-0.18525,LPS-24h
CCDC125,CDAN1,0.1111,LPS-24h
CCL20,CD72,-0.07075,LPS-24h
CCL20,CYP27A1,-0.19977,LPS-24h
CCL20,DENND4C,0.08936,LPS-24h
CCL20,DSN1,-0.09827,LPS-24h
CCL20,FAM63A,-0.11638,LPS-24h
CCL20,GLIPR1,-0.20933,LPS-24h
CCL20,IER3,0.21479,LPS-24h
CCL20,LOC284821,-0.12331,LPS-24h
CCL20,MAFF,0.28954,LPS-24h
CCL20,PGA3,-0.124,LPS-24h
CCL20,SGK3,-0.16778,LPS-24h
CCL20,SLC3A2,0.17781,LPS-24h
CCL20,SPC24,0.09243,LPS-24h
CCL20,SRGAP1,0.1536,LPS-24h
CCL20,WNT5A,0.10311,LPS-24h
CCNB1IP1,DDX19A,0.08839,LPS-24h
CCNB1IP1,EVI5L,-0.09393,LPS-24h
CCNB1IP1,MTMR12,-0.18504,LPS-24h
CCNB1IP1,RINL,0.07909,LPS-24h
CCNB1IP1,TNFRSF10B,0.12994,LPS-24h
CCR6,CDAN1,0.16654,LPS-24h
CCR6,FAM115A,0.10991,LPS-24h
CCR6,ITIH5,0.23761,LPS-24h
CCR6,MGC16703,0.23712,LPS-24h
CCR6,PDCD7,0.19728,LPS-24h
CCR6,RN7SL1,0.12977,LPS-24h
CD68,CDKN2AIPNL,0.07716,LPS-24h
CD68,CYP27A1,0.16209,LPS-24h
CD68,DAPP1,0.24738,LPS-24h
CD68,GNB4,0.14389,LPS-24h
CD68,PION,-0.16359,LPS-24h
CD68,RUNDC2B,0.13881,LPS-24h
CD68,SLAMF7,0.1743,LPS-24h
CD68,SNX17,0.0793,LPS-24h
CD68,ZYX,0.09608,LPS-24h
CD72,COPZ1,-0.12051,LPS-24h
CD72,GNB4,0.20545,LPS-24h
CD72,IL12RB1,0.1228,LPS-24h
CD72,KCNMB4,0.14975,LPS-24h
CD72,LEMD3,-0.13603,LPS-24h
CD72,LOC93349,0.17303,LPS-24h
CD72,MDM1,-0.13299,LPS-24h
CD72,RELB,-0.09286,LPS-24h
CD72,RRP7B,-0.10827,LPS-24h
CD72,SLAMF6,0.08699,LPS-24h
CD72,SLC47A1,0.09943,LPS-24h
CD72,TNK2,0.28809,LPS-24h
CD84,CHRNA5,0.05311,LPS-24h
CD84,LEF1,-0.0974,LPS-24h
CD84,PHF1,-0.19525,LPS-24h
CD84,RELB,0.24917,LPS-24h
CD84,SLAMF6,0.29702,LPS-24h
CD84,STK24,-0.18175,LPS-24h
CD84,TMEM17,0.15309,LPS-24h
CD84,YRDC,-0.16509,LPS-24h
CDAN1,COX19,0.0633,LPS-24h
CDAN1,CRCP,0.25686,LPS-24h
CDAN1,GGA1,-0.07108,LPS-24h
CDK5RAP2,CYP27A1,0.32696,LPS-24h
CDK5RAP2,FAM102A,0.13096,LPS-24h
CDK5RAP2,GLIPR1,0.13988,LPS-24h
CDK5RAP2,GNB4,-0.13668,LPS-24h
CDK5RAP2,KIR2DL3,0.09339,LPS-24h
CDK5RAP2,MAFF,0.1049,LPS-24h
CDK5RAP2,NFIL3,-0.10146,LPS-24h
CDK5RAP2,SLC3A2,0.16189,LPS-24h
CDK5RAP2,SNX15,0.10518,LPS-24h
CDK5RAP2,TNFSF14,0.141,LPS-24h
CDK5RAP2,UBE2E2,0.15681,LPS-24h
CDKN2AIPNL,CHRNA5,0.02974,LPS-24h
CDKN2AIPNL,DDX51,0.45525,LPS-24h
CDKN2AIPNL,LOC729090,0.23118,LPS-24h
CEACAM1,ITK,0.08414,LPS-24h
CHRNA5,COPZ1,-0.0718,LPS-24h
CHRNA5,COX6A1,-0.10429,LPS-24h
CHRNA5,CPPED1,0.0335,LPS-24h
CHRNA5,DSN1,0.1053,LPS-24h
CHRNA5,FAM63A,0.52031,LPS-24h
CHRNA5,HSPC268,0.31906,LPS-24h
CHRNA5,QRFPR,0.25742,LPS-24h
CHRNA5,SORL1,0.07491,LPS-24h
CHRNA5,ZNF69,0.07428,LPS-24h
CHST12,DUSP19,0.16872,LPS-24h
CHST12,GNB4,0.09328,LPS-24h
CHST12,TNK2,0.18777,LPS-24h
CHST12,VHL,-0.1321,LPS-24h
CNN2,EVI5L,0.30824,LPS-24h
CNN2,IMPDH1,0.08538,LPS-24h
COPZ1,CRCP,-0.0618,LPS-24h
COPZ1,HIST1H2BD,-0.17364,LPS-24h
COPZ1,HNRPR,0.20086,LPS-24h
COPZ1,LOC100128086,0.08447,LPS-24h
COPZ1,MTMR12,0.14785,LPS-24h
COPZ1,PHF1,-0.10944,LPS-24h
COPZ1,POLR3A,-0.17495,LPS-24h
COPZ1,PRPF8,0.27808,LPS-24h
COPZ1,RAG1AP1,0.15928,LPS-24h
COPZ1,SMAP1,0.18897,LPS-24h
COPZ1,SMC4,-0.15286,LPS-24h
COPZ1,YEATS4,-0.10401,LPS-24h
COX15,IL12RB1,0.17941,LPS-24h
COX16,DSN1,-0.1173,LPS-24h
COX16,FDXACB1,0.15303,LPS-24h
COX19,DCLRE1C,0.17467,LPS-24h
COX19,DENND4C,0.14587,LPS-24h
COX19,FAM63A,-0.07973,LPS-24h
COX19,FLJ38717,0.25223,LPS-24h
COX19,PHRF1,0.11437,LPS-24h
COX19,STAG3L3,0.10608,LPS-24h
COX6A1,ENHO,0.10353,LPS-24h
COX6A1,FAM177A1,-0.06483,LPS-24h
COX6A1,FAM73A,0.13647,LPS-24h
COX6A1,FARSLB,-0.17796,LPS-24h
COX6A1,GTF2IRD2B,0.19181,LPS-24h
COX6A1,HSBP1,0.17901,LPS-24h
COX6A1,LOC731789,0.12237,LPS-24h
COX6A1,NBPF8,-0.16591,LPS-24h
COX6A1,NLRP3,-0.21473,LPS-24h
COX6A1,PION,-0.15879,LPS-24h
COX6A1,PLXNA4,0.11699,LPS-24h
COX6A1,SLC3A2,0.12674,LPS-24h
COX6A1,SMAP1,-0.16824,LPS-24h
COX6A1,SPINK1,0.08216,LPS-24h
COX6A1,SSSCA1,0.1448,LPS-24h
COX6A1,TDRD1,0.07148,LPS-24h
COX6A1,VHL,-0.10788,LPS-24h
COX6A1,ZNF131,-0.12896,LPS-24h
COX6A1,ZNF669,0.13141,LPS-24h
CPPED1,DAPP1,0.12771,LPS-24h
CPPED1,DEM1,0.12612,LPS-24h
CPPED1,GIMAP1,0.2348,LPS-24h
CPPED1,LGALS3,0.20582,LPS-24h
CPPED1,MT1G,-0.10581,LPS-24h
CPPED1,NUP107,-0.04967,LPS-24h
CPPED1,STAG3L3,-0.04804,LPS-24h
CPPED1,ZNF652,-0.17796,LPS-24h
CRCP,DAPP1,0.14869,LPS-24h
CRCP,DUXAP3,0.14207,LPS-24h
CRCP,EPSTI1,-0.10096,LPS-24h
CREB1,DDX51,0.24809,LPS-24h
CREB1,DEM1,0.08231,LPS-24h
CREB1,DUSP19,0.29604,LPS-24h
CREB1,DUXAP3,-0.04869,LPS-24h
CREB1,EID2B,0.21597,LPS-24h
CREB1,FAM115A,-0.06896,LPS-24h
CREB1,FKTN,-0.06851,LPS-24h
CREB1,KLHL28,0.33587,LPS-24h
CRTC3,CYP27A1,0.1478,LPS-24h
CRTC3,DLEU2,0.12403,LPS-24h
CRTC3,EVI5L,0.10986,LPS-24h
CRTC3,GIMAP1,0.02789,LPS-24h
CRTC3,GLTSCR1,0.16307,LPS-24h
CRTC3,IL10,-0.15419,LPS-24h
CRTC3,MBTD1,0.06012,LPS-24h
CRTC3,PRPF8,0.18392,LPS-24h
CRTC3,RAB3IP,0.15202,LPS-24h
CRTC3,SLC3A2,0.06515,LPS-24h
CRTC3,SNORD3D,-0.08223,LPS-24h
CRTC3,SORL1,0.1846,LPS-24h
CRTC3,STK24,0.16211,LPS-24h
CRTC3,TLK1,0.10726,LPS-24h
CRTC3,TRIM56,-0.09464,LPS-24h
CRTC3,ZYX,0.13632,LPS-24h
CYP27A1,GCLM,0.11702,LPS-24h
CYP27A1,HCG2P7,0.0764,LPS-24h
CYP27A1,LGALS3,0.04238,LPS-24h
CYP27A1,LOC100132620,-0.11868,LPS-24h
CYP27A1,LOC644642,-0.10077,LPS-24h
CYP27A1,PHF1,0.10941,LPS-24h
CYP27A1,RAB27A,-0.15959,LPS-24h
CYP27A1,RINL,-0.17244,LPS-24h
CYP27A1,SLAMF6,0.14403,LPS-24h
CYP27A1,SLC3A2,0.231,LPS-24h
CYP27A1,SLC47A1,0.20877,LPS-24h
CYP27A1,TBC1D9,0.11214,LPS-24h
CYP27A1,ZNF777,0.09189,LPS-24h
DAPP1,DENND4C,-0.15235,LPS-24h
DAPP1,DUXAP3,0.15316,LPS-24h
DAPP1,EPSTI1,0.09608,LPS-24h
DAPP1,FDXACB1,0.08678,LPS-24h
DAPP1,FKTN,0.2372,LPS-24h
DAPP1,NFIL3,0.09862,LPS-24h
DCLRE1C,DENND4C,0.13,LPS-24h
DCLRE1C,LOC731789,0.16416,LPS-24h
DCLRE1C,RINL,0.01512,LPS-24h
DCLRE1C,SLC35E3,0.10399,LPS-24h
DCLRE1C,SMC4,0.14899,LPS-24h
DCLRE1C,TNK2,0.15741,LPS-24h
DDX19A,DENND4C,0.18757,LPS-24h
DDX19A,GNB4,0.1252,LPS-24h
DDX19A,HIST1H2BD,-0.14591,LPS-24h
DDX19A,LOC100128086,-0.13425,LPS-24h
DDX19A,NFIL3,-0.2116,LPS-24h
DDX19A,NLRP3,-0.24463,LPS-24h
DDX19A,POLR3A,0.20331,LPS-24h
DDX19A,TMEM106A,-0.05665,LPS-24h
DDX19A,UBE2E2,0.17763,LPS-24h
DDX19A,ZNF845,0.24058,LPS-24h
DDX51,DEM1,0.17409,LPS-24h
DDX51,YEATS4,-0.18288,LPS-24h
DEM1,DENND4C,0.07294,LPS-24h
DEM1,DUXAP3,0.29827,LPS-24h
DEM1,EPSTI1,-0.11482,LPS-24h
DEM1,FKBP14,0.30839,LPS-24h
DEM1,SNX17,-0.14171,LPS-24h
DEM1,TNK2,-0.08486,LPS-24h
DENND4C,DOPEY2,0.15103,LPS-24h
DENND4C,DSN1,0.12205,LPS-24h
DENND4C,FOXD4L4,0.15235,LPS-24h
DENND4C,IFT88,0.14121,LPS-24h
DENND4C,MEFV,-0.12095,LPS-24h
DENND4C,NOD1,0.09735,LPS-24h
DENND4C,TNFSF14,0.11685,LPS-24h
DENND4C,ZYX,0.14515,LPS-24h
DLEU2,PLA2G2D,-0.08321,LPS-24h
DLEU2,PNPT1,0.10532,LPS-24h
DLEU2,RAG1AP1,-0.15922,LPS-24h
DLEU2,STK24,0.2262,LPS-24h
DLEU2,TNK2,0.13691,LPS-24h
DOPEY2,DUXAP3,0.13623,LPS-24h
DOPEY2,FKTN,0.25654,LPS-24h
DOPEY2,MBOAT2,-0.12388,LPS-24h
DOPEY2,SMC4,-0.16199,LPS-24h
DSN1,PHF1,0.08569,LPS-24h
DSN1,TMBIM4,0.22285,LPS-24h
DUSP19,EID2B,0.20873,LPS-24h
DUSP19,EPSTI1,0.14993,LPS-24h
DUSP19,FAM153B,-0.12604,LPS-24h
DUSP19,FAM175A,0.18765,LPS-24h
DUSP19,GNB4,0.12759,LPS-24h
DUSP19,LGALS3,-0.04651,LPS-24h
DUSP19,LYRM7,-0.06743,LPS-24h
DUSP19,PNPT1,0.0956,LPS-24h
